key,summary,issue_type,status,status_category,station_count,go_live_date,marketing_status
"T4PO-1397","4st - Soapbox Cleaners","New Customer v2","Cancelled","Done",4,"2026-12-31","New"
"T4PO-1398","2st - Soapbox Cleaners","New Customer v2","Done","Done",2,"2026-04-15","New"
"T4PO-1399","5st - Phillip Roche","New Customer v2","PM Assigned","In Progress",5,"","New"
"T4PO-1400","5st - L&M Cleaners","New Customer v2","Done","Done",5,"2026-06-08","New"
"T4PO-1401","6st - Nebo Laundry & Dry Cleaning","New Customer v2","Done","Done",6,"2026-05-04","New"
"T4PO-1402","5st - Prestige Cleaners DBA Carefree Cleaners","New Customer v2","Done","Done",5,"2026-06-11","New"
"T4PO-1403","4st - The Laundry Room","New Customer v2","Done","Done",4,"2026-05-25","New"
"T4PO-1404","1st - Jennys Dry Cleaners & Alterations","New Customer v2","Done","Done",1,"2026-05-06","New"
"T4PO-1405","1st - Dapper Cleaners","New Customer v2","Done","Done",1,"2026-04-28","New"
"T4PO-1406","6st - VA-LU Cleaners","New Customer v2","Cancelled","Done",6,"","New"
"T4PO-1407","3st - Pristine Cleaners","New Customer v2","Done","Done",3,"2026-08-04","New"
"T4PO-1408","3st - Choi's Cleaners","New Customer v2","Done","Done",3,"2026-05-27","New"
"T4PO-1409","6st - Steve's Cleaners","New Customer v2","Done","Done",6,"2026-06-08","New"
"T4PO-1410","2st - Dapper Cleaners","New Customer v2","Done","Done",2,"2026-07-27","New"
"T4PO-1411","8st - Ruby's Cleaners","New Customer v2","PM Assigned","In Progress",8,"","New"
"T4PO-1412","4st - West End Cleaners","New Customer v2","Stalled","To Do",4,"2026-12-31","New"
"T4PO-1413","15st - Puritan Dry Cleaners","New Customer v2","Cancelled","Done",15,"","New"
"T4PO-1414","19st - TOP HAT CLEANERS LLC","New Customer v2","Done","Done",19,"2026-08-03","New"
"T4PO-1415","3st - South Country Cleaners","New Customer v2","Done","Done",3,"2026-07-29","New"
"T4PO-1416","4st - Dry Clean Super Center","New Customer v2","Done","Done",4,"2026-07-06","New"
"T4PO-1417","10st - Gardens Dry Cleaners","New Customer v2","Done","Done",10,"2026-06-04","New"
"T4PO-1418","4st - Thompson Cleaners","New Customer v2","Go Live Set","In Progress",4,"2026-08-26","New"
"T4PO-1419","1st - Concierge Cleaners","New Customer v2","PM Assigned","In Progress",1,"","New"
"T4PO-1420","5st - Classic Cleaners - LA","New Customer v2","Done","Done",5,"2026-07-13","New"
"T4PO-1421","8st - Boca Best Cleaners","New Customer v2","PM Assigned","In Progress",8,"","New"
"T4PO-1422","4st - United Cleaners","New Customer v2","Go Live Set","In Progress",4,"2026-08-31","New"
"T4PO-1423","2st - Royal Cleaners","New Customer v2","Go Live Set","In Progress",2,"2026-08-25","New"
"T4PO-1424","1st - Le Lys Dry Cleaning","New Customer v2","Cancelled","Done",1,"","New"
"T4PO-1425","2st - Anytime Cleaners","New Customer v2","Done","Done",2,"2026-06-25","New"
"T4PO-1426","5st - J & J Dry Cleaners & Laundry","New Customer v2","PM Assigned","In Progress",5,"","New"
"T4PO-1427","2st - Oxford Cleaners","New Customer v2","Done","Done",2,"2026-07-24","New"
"T4PO-1428","1st - Brea Country Cleaners","New Customer v2","Done","Done",1,"2026-08-06","New"
"T4PO-1429","2st - Frey's Cleaners","New Customer v2","Stalled","To Do",2,"","New"
"T4PO-1430","3st - Luxe Cleaners","New Customer v2","Done","Done",3,"2026-08-14","New"
"T4PO-1431","NAst - Suits & Skirts","New Customer v2","Done","Done",0,"2026-07-09","New"
"T4PO-1432","1st - Moderne Dry Cleaners","New Customer v2","Done","Done",1,"2026-06-18","New"
"T4PO-1433","2st - Fold Cleaners","New Customer v2","Done","Done",2,"2026-08-14","New"
"T4PO-1434","1st - CRDN of NE Ohio","New Customer v2","Done","Done",1,"2026-08-12","New"
"T4PO-1435","1st - Nami Shirt & Laundry","New Customer v2","Done","Done",1,"2026-08-04","New"
"T4PO-1436","4st - Dry Clean Spot","New Customer v2","PM Assigned","In Progress",4,"","New"
"T4PO-1437","2st - Vogue Cleaners","New Customer v2","Pending Sign Up","To Do",2,"","New"
"T4PO-1438","1st - Capt. Keith's Classic Cleaners - Add On Sew Good","New Customer v2","Done","Done",1,"2026-07-24","New"
"T4PO-1439","16st - Belgrave Premium Dry Cleaners","New Customer v2","PM Assigned","In Progress",16,"2026-09-01","New"
"T4PO-1440","1st - Elite Cleaners at Sun Valley","New Customer v2","Done","Done",1,"2026-07-31","New"
"T4PO-1441","8st - Any Garment Cleaners","New Customer v2","Stalled","To Do",8,"","New"
"T4PO-1442","8st - Jeeves Hong Kong","New Customer v2","PM Assigned","In Progress",8,"2026-10-12","New"
"T4PO-1443","11st - Liberty Dry Cleaners","New Customer v2","PM Assigned","In Progress",11,"","New"
"T4PO-1444","4st - Comet Cleaners","New Customer v2","PM Assigned","In Progress",4,"","New"
"T4PO-1445","28st - Green earth lux","New Customer v2","PM Assigned","In Progress",28,"","New"
"T4PO-1446","3st - Soo Custom Cleaners","New Customer v2","Done","Done",3,"2026-08-10","New"
"T4PO-1447","1st - Jernigan's Cleaners","New Customer v2","Done","Done",1,"2026-08-05","New"
"T4PO-1448","1st - Knights Dry Cleaners","New Customer v2","Pending Sign Up","To Do",1,"2026-07-23","New"
"T4PO-1449","5st - Tarzana Cleaners","New Customer v2","PM Assigned","In Progress",5,"","New"
"T4PO-1450","1st - Professional Cleaners","New Customer v2","Pending Sign Up","To Do",1,"","New"
"T4PO-1451","1st - Junes Tailor & Cleaner","New Customer v2","PM Assigned","In Progress",1,"","New"
"T4PO-1452","3st - Kely Cleaners","New Customer v2","PM Assigned","In Progress",3,"","New"
"T4PO-1453","2st - Cappy's Cleaners & Tailoring","New Customer v2","New Customer","To Do",2,"","New"
"T4PO-1454","5st - JET of North Bay Village Inc.","New Customer v2","New Customer","To Do",5,"","New"
"T4PO-1455","1st - Ecofresh Dry Cleaners","New Customer v2","Done","Done",1,"2026-08-05","New"
"T4PO-1456","3st - Ecofresh Dry Cleaners - Add On 2 St.","New Customer v2","PM Assigned","In Progress",3,"","New"
"T4PO-1457","1st - Ultra Cleaners","New Customer v2","PM Assigned","In Progress",1,"","New"
"T4PO-1458","1st - David's Cleaners","New Customer v2","Pending Sign Up","To Do",1,"","New"
"T4PO-101","Chris Cleaners - 2 st (Justin)","New Customer v2","Done","Done",2,"2021-01-18",""
"T4PO-102","11 st - Yorgey's Fine Dry Cleaning","New Customer v2","Done","Done","","2022-12-31",""
"T4PO-103","Ridge Cleaners - 9 st (Ross)","New Customer v2","Done","Done",9,"2021-02-15",""
"T4PO-104","18 st - Art Cleaners","New Customer v2","Done","Done",18,"2021-02-26",""
"T4PO-105","Village Cleaners - 1 st (Justin)","New Customer v2","Done","Done",1,"2021-01-25",""
"T4PO-106","2 st - Chambers Cleaners","New Customer v2","Done","Done",2,"2021-03-16",""
"T4PO-107","Soap Box NYC - 7 st","New Customer v2","Cancelled","Done","","",""
"T4PO-108","13 st - Low Country and Lyerly","New Customer v2","Done","Done",13,"2021-03-05",""
"T4PO-109","Michels Australia","New Customer v2","Done","Done","","",""
"T4PO-110","Mayfair and WishWash - 30 st","New Customer v2","Cancelled","Done",27,"2021-01-26",""
"T4PO-111","Peerless/R&T Cleaners - 4 st","New Customer v2","Done","Done",4,"2021-01-18",""
"T4PO-113","Clothesline Cleaners","New Customer v2","Done","Done","","2020-12-21",""
"T4PO-114","13 st - Vogue Cleaners, MO","New Customer v2","Done","Done",15,"2021-03-01",""
"T4PO-115","Broadway Cleaners - 3 st","New Customer v2","Done","Done","","",""
"T4PO-116","14st - Charleston Prestige Cleaners","New Customer v2","Done","Done",14,"2021-03-15",""
"T4PO-117","2 st - Go Green Drycleaning - ADDITION TO GOGREENDRYCLEANERS INSTANCE","New Customer v2","Done","Done",2,"2021-03-18",""
"T4PO-118","4 st - Galaxy Cleaners","New Customer v2","Done","Done",4,"2021-02-23",""
"T4PO-119","Stein's Cleaners - 3 st","New Customer v2","Done","Done",3,"2021-01-14",""
"T4PO-120","Spain Cleaners - 1 st","New Customer v2","Done","Done",1,"2021-01-08",""
"T4PO-121","Butler Cleaners(Mineola) - 1 st","New Customer v2","Done","Done","","",""
"T4PO-122","South Valley Cleaners, VA - 2 st","New Customer v2","Done","Done",2,"2021-01-08",""
"T4PO-123","Press Club Dry Cleaners - Dup","New Customer v2","Done","Done","","",""
"T4PO-124","4st - Press Club Dry Cleaners","New Customer v2","Done","Done",4,"2021-02-19",""
"T4PO-125","Bonnie Brite Cleaners - 2st","New Customer v2","Cancelled","Done","","",""
"T4PO-126","Urban Cleaners(Skokie) - 6 st ","New Customer v2","Done","Done",6,"2021-02-01",""
"T4PO-127","Calendar Testing 2021","New Customer v2","Cancelled","Done","","2021-01-19",""
"T4PO-128","Hubbard Cleaners - 2 st","New Customer v2","Done","Done",2,"2021-02-03",""
"T4PO-129","1 st - Martin's Dry Cleaners","New Customer v2","Done","Done",1,"2021-03-08",""
"T4PO-130","Matt's Lake Effect Laundromat - 1 st","New Customer v2","Done","Done",1,"2021-01-29",""
"T4PO-133","Final Touch Dry Cleaners - 2 st","New Customer v2","Done","Done",2,"2021-01-28",""
"T4PO-135","Landau's Cleaners - 6 st","New Customer v2","Done","Done",6,"2021-02-09",""
"T4PO-136","Al Phillips / Advent Cleaners LLC. - 38 st.","New Customer v2","Done","Done",38,"2021-02-17",""
"T4PO-137","Glendale's Premier Laundromat - 1 st","New Customer v2","Done","Done",1,"2021-02-01",""
"T4PO-138","2st - Kenny The Kleener","New Customer v2","Done","Done",2,"2021-03-31",""
"T4PO-139","3 st - Town and Country(Massapequa)","New Customer v2","Cancelled","Done","","2021-02-24",""
"T4PO-140","4 st - Go Green FL - ADDITION TO GOGREENDRYCLEANERS INSTANCE","New Customer v2","Done","Done",5,"2021-03-25",""
"T4PO-142","1 st - Towne Dry Cleaners (Getzville)","New Customer v2","Done","Done",1,"2021-02-26",""
"T4PO-143","47 st - Dependable Cleaners (need to write code to go live)","New Customer v2","Cancelled","Done","","2022-12-31",""
"T4PO-144","2 st - Bonded (San Clemente)","New Customer v2","Done","Done",2,"2021-03-12",""
"T4PO-145","1 st - Nicee Cleaners","New Customer v2","Done","Done",1,"2021-03-31",""
"T4PO-146","5 st - Mayflower Cleaners (Princeton)","New Customer v2","Done","Done",5,"2021-07-01",""
"T4PO-147","7 st - Metro Dry Cleaning(Cranberry)","New Customer v2","Done","Done",7,"2021-03-26",""
"T4PO-148","2 st - Swan Creek Cleaners","New Customer v2","Done","Done",2,"2021-03-15",""
"T4PO-150","dba biz name","New Customer v2","Cancelled","Done","","2021-03-23",""
"T4PO-151","12st - Schafer Dry Cleaners / 2YourDoor ","New Customer v2","Done","Done",11,"2021-06-08",""
"T4PO-152","12 st - LNDRY ","New Customer v2","Done","Done",12,"2021-04-29",""
"T4PO-153","2st - Wish Wash","New Customer v2","Cancelled","Done","","",""
"T4PO-155","9st-Sowers & Son Dirty Laundry","New Customer v2","Done","Done",9,"2021-03-24",""
"T4PO-156","10 st - Biz Name","New Customer v2","Cancelled","Done",10,"2021-03-10",""
"T4PO-157","6 st - Premier Dry Cleaning & Shirt Laundry","New Customer v2","Done","Done",6,"2021-08-11",""
"T4PO-158","4 st - Canyon Cleaners","New Customer v2","Done","Done",5,"2021-05-03",""
"T4PO-160","4 st - Cape Cleaners","New Customer v2","Done","Done",4,"2021-06-16",""
"T4PO-161","2 st - Style & Grace Cleaners, Inc.","New Customer v2","Done","Done",2,"2021-04-30",""
"T4PO-162","1 st - Jiffy Cleaners","New Customer v2","Done","Done",1,"2021-04-09",""
"T4PO-164","3 st - As U Like It Cleaners","New Customer v2","Cancelled","Done",3,"2022-12-31",""
"T4PO-166","9 st - Reliable Dry Cleaners and Laundry","New Customer v2","Done","Done",9,"2021-03-22",""
"T4PO-168","6 st - Hatcher's Cleaners","New Customer v2","Done","Done",6,"2021-04-28",""
"T4PO-169","1 st - Village Valet","New Customer v2","Done","Done",1,"2021-03-22",""
"T4PO-171","24 st - Legacy Cleaners & Laundry","New Customer v2","Done","Done",24,"2021-04-23",""
"T4PO-172","5 st - Crown Cleaners","New Customer v2","Done","Done",5,"2021-04-07",""
"T4PO-174","3 st - Park Avenue Cleaners","New Customer v2","Done","Done",3,"2021-04-05",""
"T4PO-175","4 st - Al Phillips - Store 14 (adding a store)","New Customer v2","Cancelled","Done",4,"2022-12-31",""
"T4PO-176","3 st - Sam's Cleaners","New Customer v2","Done","Done",3,"2021-04-13",""
"T4PO-177","4 st - Red Cap Cleaners","New Customer v2","Done","Done",4,"2021-04-29",""
"T4PO-178","13 st - Test Josh Cleaners","New Customer v2","Cancelled","Done","","2022-01-01",""
"T4PO-180","Family Dry Cleaners of Hull -2st","New Customer v2","Done","Done",2,"2021-03-31",""
"T4PO-181","2st - Manhattan Cleaners","New Customer v2","Done","Done",2,"2021-04-21",""
"T4PO-182","3st - DC-2U","New Customer v2","Done","Done",3,"2021-04-02",""
"T4PO-183","11st - Pride Cleaners","New Customer v2","Done","Done",11,"2021-05-13",""
"T4PO-185","7st - Saveway Cleaners","New Customer v2","Done","Done",7,"2021-08-16",""
"T4PO-186","2st - Country Cleaners #1, Country Cleaners #2","New Customer v2","Done","Done",2,"2021-04-20",""
"T4PO-187","6st - La Mer Dry Cleaners","New Customer v2","Done","Done",7,"2021-05-13",""
"T4PO-188","9st - The Cleanist","New Customer v2","Done","Done",9,"2021-05-07",""
"T4PO-189","4st - W & W Dry Cleaners","New Customer v2","Done","Done",5,"2021-06-14",""
"T4PO-190","1st - Petes Cleaners","New Customer v2","Done","Done",1,"2021-05-05",""
"T4PO-191","2st - Summer Rain Wetcleaners DBA The WetCleaner","New Customer v2","Done","Done",2,"2021-05-10",""
"T4PO-192","8st - Colorado Cleaners","New Customer v2","Done","Done",8,"2021-05-26",""
"T4PO-193","4st - Crown Cleaners","New Customer v2","Done","Done",4,"2021-05-12",""
"T4PO-194","2st - Port Town Cleaners","New Customer v2","Done","Done",2,"2021-05-12",""
"T4PO-195","2st - Green Collar Cleaners","New Customer v2","Done","Done",2,"2021-05-14",""
"T4PO-196","29st - Burke Cleaners","New Customer v2","Done","Done",30,"2021-09-13",""
"T4PO-197","4st - Dryclean & Shirt Salon","New Customer v2","Done","Done",4,"2021-05-18",""
"T4PO-198","4st - Belding Cleaners","New Customer v2","Done","Done",4,"2021-05-27",""
"T4PO-199","1st - Neat Dry Cleaning & Tailoring LLC","New Customer v2","Done","Done",1,"2021-05-14",""
"T4PO-200","7st - Village Cleaners and Valet Cleaners","New Customer v2","Done","Done",7,"2021-06-17",""
"T4PO-201","3st - Thurmanize Cleaners","New Customer v2","Cancelled","Done",3,"2021-05-24",""
"T4PO-202","2st - Roy Beatty Dry Cleaners and Laundry","New Customer v2","Done","Done",2,"2021-05-24",""
"T4PO-203","1st - Glam-O-Rama Cleaners of Dunn","New Customer v2","Done","Done",1,"2021-06-17",""
"T4PO-204","Blue & White Drycleaners - AUS","New Customer v2","Done","Done","","2021-05-16",""
"T4PO-205","1st - Super Cleaners","New Customer v2","Done","Done",1,"2021-06-03",""
"T4PO-206","2 st - Comet Cleaners (Ft.Worth)","New Customer v2","Done","Done",2,"2021-05-17",""
"T4PO-207","2st - Fords Shirt Laundry and Dry Cleaners","New Customer v2","Done","Done",2,"2021-06-03",""
"T4PO-208","1st - Modern Cleaners & Tailors","New Customer v2","Done","Done",1,"2021-06-02",""
"T4PO-209","4st - Westwood Cleaners","New Customer v2","Done","Done",4,"2021-06-28",""
"T4PO-210","17st - Supreme Laundry & Cleaners","New Customer v2","Done","Done",17,"2021-06-25",""
"T4PO-211","1st - Flair Custom Cleaners","New Customer v2","Done","Done",1,"2021-06-10",""
"T4PO-212","4st - Esteem Cleaners","New Customer v2","Done","Done",4,"2021-06-28",""
"T4PO-213","7st - Village East Cleaners and Alteration Centers(Drop)","New Customer v2","Done","Done",7,"2021-07-21",""
"T4PO-214","1st - Nicee Quality Cleaners CentrePLANT","New Customer v2","Done","Done",1,"2021-05-28",""
"T4PO-215","2st - Whitehouse Cleaners","New Customer v2","Done","Done",2,"2021-06-15",""
"T4PO-216","1st - World Dry Clean Inc.","New Customer v2","Done","Done",1,"2021-06-24",""
"T4PO-217","3st - AJ's Cleaners","New Customer v2","Cancelled","Done",3,"2031-12-31",""
"T4PO-218","1st - Triangle Dry Cleaners","New Customer v2","Done","Done",1,"2021-06-24",""
"T4PO-219","8st - Archer Cleaners ","New Customer v2","Done","Done",8,"2021-07-29",""
"T4PO-220","1st - Fashion Valet ","New Customer v2","Done","Done",1,"2021-06-29",""
"T4PO-221","8st - Spartan Cleaners of the Palm Beaches","New Customer v2","Done","Done",8,"2021-08-02",""
"T4PO-222","2st - Revolve Cleaners","New Customer v2","Done","Done",2,"2021-07-02",""
"T4PO-223","1st - Stein(added location)","New Customer v2","Done","Done",1,"2021-06-17",""
"T4PO-224","1 or 2st - Ready Dry Cleaners","New Customer v2","Done","Done",2,"2021-07-02",""
"T4PO-225","3st - Simple Dry Cleaners","New Customer v2","Done","Done",3,"2021-09-29",""
"T4PO-226","12st - Vogue Cleaners","New Customer v2","Done","Done",12,"2021-08-09",""
"T4PO-227","1st - Vista Dry Cleaners","New Customer v2","Done","Done",1,"2022-01-19",""
"T4PO-228","12st - Vogue Cleaners","New Customer v2","Cancelled","Done","","2021-08-09",""
"T4PO-230","31st - Master's Mark Dry Cleaners","New Customer v2","Done","Done",31,"2021-09-01",""
"T4PO-231","5st - Test Cleaners J13","New Customer v2","Cancelled","Done","","2021-08-31",""
"T4PO-232","4st - Vogue Cleaners ","New Customer v2","Done","Done",4,"2021-08-18",""
"T4PO-233","6st - Village East Cleaners and Alteration Centers(Main)","New Customer v2","Done","Done",6,"2021-08-26",""
"T4PO-234","5st - Meadowlark Cleaners","New Customer v2","Done","Done",5,"2021-08-27",""
"T4PO-235","5st - Eagle Cleaners","New Customer v2","Done","Done",5,"2021-08-30",""
"T4PO-236","1st - Nu Royal Cleaners","New Customer v2","Done","Done",1,"2021-09-15",""
"T4PO-237","1st - Shine Cleaners","New Customer v2","Done","Done",1,"2021-08-13",""
"T4PO-238","1st - JTest","New Customer v2","Cancelled","Done","","2021-12-31",""
"T4PO-239","2st - Central Valley Cleaners","New Customer v2","Done","Done",2,"2021-09-07",""
"T4PO-240","2st - Allyns Cleaners","New Customer v2","Done","Done",2,"2021-08-12",""
"T4PO-241","1st - Do Rite Cleaners","New Customer v2","Done","Done",1,"2021-09-14",""
"T4PO-242","1st - Rancho Mirage Cleaners","New Customer v2","Done","Done",1,"2021-10-07",""
"T4PO-243","4st - Ozark Cleaners","New Customer v2","Done","Done",4,"2021-10-18",""
"T4PO-244","0st - Test Cleaners 8-12-21","New Customer v2","Cancelled","Done",0,"2022-02-28",""
"T4PO-245","0st - Test Cleaner 2021-08-12","New Customer v2","Cancelled","Done",0,"2021-12-31",""
"T4PO-246","0st - TSET 081221","New Customer v2","Cancelled","Done",0,"2021-12-31",""
"T4PO-247","0st - TEST Laundry 81221","New Customer v2","Cancelled","Done",0,"2021-12-31",""
"T4PO-248","2st - James Wong Laundry and Cleaners","New Customer v2","Done","Done",2,"2021-08-26",""
"T4PO-249","0st - TESTMP 8-12-21","New Customer v2","Cancelled","Done",0,"2021-12-31",""
"T4PO-251","st - TESTMP 8-12-21 - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-252","8st - Worth Cleaners","New Customer v2","Cancelled","Done",8,"2022-03-31",""
"T4PO-253","6st - Worth Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-254","6st - Worth Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-255","5st - River Oaks Cleaners","New Customer v2","Done","Done",5,"2021-09-06",""
"T4PO-256","Crystal Clear Cleaners","New Customer v2","Cancelled","Done","","",""
"T4PO-257","7st - Crystal Clear Cleaners","New Customer v2","Done","Done",7,"2021-08-19",""
"T4PO-258","6st - Needed for Testing Dont Delete","New Customer v2","Cancelled","Done",0,"2022-03-31",""
"T4PO-259","6st - Worth Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-260","6st - Worth Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-261","6st - Scanlons Cleaners","New Customer v2","Done","Done",6,"2021-08-31",""
"T4PO-262","9st - Jeeves New York","New Customer v2","Done","Done",9,"2021-11-01",""
"T4PO-263","9st - Jeeves New York - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-264","9st - Jeeves New York - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-265","2st - Rembrandt Cleaners","New Customer v2","Done","Done",2,"2021-08-27",""
"T4PO-266","1st - Carmel Laundry","New Customer v2","Done","Done",1,"2021-09-10",""
"T4PO-267","1st - Majors Laundry & Cleaners","New Customer v2","Cancelled","Done",1,"2022-12-31",""
"T4PO-268","3st - SimplyFresh Dry Cleaners","New Customer v2","Done","Done",3,"2021-10-13",""
"T4PO-269","1st - Christina Cleaners","New Customer v2","Done","Done",1,"2021-09-24",""
"T4PO-270","0st - Avicii Cleaners","New Customer v2","Cancelled","Done",0,"2021-12-31",""
"T4PO-271","0st - AV2 Cleaners (Test)","New Customer v2","Cancelled","Done",0,"2022-03-31",""
"T4PO-272","13st - Pampers Cleaners","New Customer v2","Done","Done",13,"2021-10-22",""
"T4PO-273","4st - Mercury Cleaners","New Customer v2","Done","Done",2,"2022-04-11",""
"T4PO-274","6st - Gilman's Cleaners & Mobile Pro Cleaners (2 dbas)","New Customer v2","Cancelled","Done",6,"2013-12-31",""
"T4PO-275","3st - Simpkins Cleaners","New Customer v2","Done","Done",3,"2021-10-08",""
"T4PO-276","1st - American Hometown Cleaners","New Customer v2","Done","Done",1,"2021-10-15",""
"T4PO-277","1st - American Hometown Cleaners","New Customer v2","Cancelled","Done","","2021-10-06",""
"T4PO-278","8st - Ogden's Cleaners","New Customer v2","Done","Done",8,"2021-10-01",""
"T4PO-279","6st - Ogden's Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-280","6st - Ogden's Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-284","2st - Crown Custom Cleaners","New Customer v2","Cancelled","Done",2,"2022-12-31",""
"T4PO-285","1st - Uptown Drycleaners","New Customer v2","Done","Done",1,"2021-10-11",""
"T4PO-286","8st - Sanitary Cleaners / Wagner's Cleaners","New Customer v2","Done","Done",8,"2021-12-16",""
"T4PO-287","2st - Crown Cleaners","New Customer v2","Done","Done",2,"2022-02-28",""
"T4PO-288","5st - Fox Cleaners / Fordham Cleaners","New Customer v2","Done","Done",5,"2022-10-29",""
"T4PO-289","2st - Sun Cleaners","New Customer v2","Done","Done",2,"2021-10-14",""
"T4PO-290","7st - Champs Cleaners","New Customer v2","Done","Done",7,"2022-01-28",""
"T4PO-291","3st - Natures Touch Cleaners","New Customer v2","Done","Done",3,"2021-10-12",""
"T4PO-292","5st - Dry Clean Super Center","New Customer v2","Done","Done",5,"2022-07-11",""
"T4PO-293","14st - Long Cleaners","New Customer v2","Done","Done",14,"2021-11-08",""
"T4PO-294","13st - Long Cleaners - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-295","st - Long Cleaners - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-296","4st - Connie's Alteration and Dry Cleaning","New Customer v2","Done","Done",4,"2022-04-12",""
"T4PO-297","4st - John's Cleaners","New Customer v2","Done","Done",4,"2021-12-01",""
"T4PO-298","7st - Timeless Cleaners","New Customer v2","Done","Done",7,"2021-11-10",""
"T4PO-299","2st - Shoprite of Birney ave","New Customer v2","Done","Done",2,"2022-05-09",""
"T4PO-300","3st - Iris City Cleaners","New Customer v2","Done","Done",3,"2022-09-27",""
"T4PO-301","1st - Professional Cleaners - Touch Control","New Customer v2","Done","Done",1,"2021-11-15",""
"T4PO-302","2st - Rockridge - add on ","New Customer v2","Done","Done",2,"2021-12-01",""
"T4PO-303","1st - Mission Dry Cleaners","New Customer v2","Done","Done",1,"2021-12-01",""
"T4PO-304","2st - Leslie's Laundry Care","New Customer v2","Done","Done",2,"2021-10-27",""
"T4PO-305","Admiral Laundry (TC) 1 St","New Customer v2","Done","Done",1,"2021-10-06",""
"T4PO-306","3st - Go Green Cleaners","New Customer v2","Done","Done",3,"2021-12-28",""
"T4PO-307","1st - Prestige Cleaners NY","New Customer v2","Done","Done",1,"",""
"T4PO-308","Pristine Cleaners - add on","New Customer v2","Done","Done",1,"2021-11-15",""
"T4PO-310","26st - Nor'east Cleaners","New Customer v2","Done","Done",26,"2022-02-07",""
"T4PO-311","6st - The Cleaning Club","New Customer v2","Done","Done",6,"2022-02-16",""
"T4PO-312","Armstrong Cleaners Add On 1 St (Brookville)","New Customer v2","Done","Done",1,"2022-01-15",""
"T4PO-313","15st - Verlare Cleaners","New Customer v2","Done","Done",15,"2021-12-02",""
"T4PO-314","Add On Julians Cleaners 1st ","New Customer v2","Done","Done",1,"2021-12-01",""
"T4PO-315","Add On Helenas Cleaners 2st","New Customer v2","Done","Done",2,"2021-12-01",""
"T4PO-316","Add On Bezinger's (East Aurora) 1st","New Customer v2","Done","Done",1,"2021-12-01",""
"T4PO-317","Add On Plaza Cleaners II Touch Control 1 ST","New Customer v2","Done","Done",1,"2021-11-15",""
"T4PO-318","Add On Dundee Cleaners Touch Control 1 ST","New Customer v2","Done","Done",1,"2021-11-15",""
"T4PO-319","11st - CRDN of Denver","New Customer v2","Cancelled","Done",11,"2022-07-16",""
"T4PO-320","5st - Muldoon Dry Cleaners","New Customer v2","Done","Done",5,"2022-01-31",""
"T4PO-321","3st - CRDN of SE Florida","New Customer v2","Cancelled","Done",3,"2022-07-23",""
"T4PO-322","6st - Martinizing Dry Cleaning","New Customer v2","Cancelled","Done",6,"2022-12-31",""
"T4PO-323","3st - Wash Club Cleaners","New Customer v2","Done","Done",3,"2021-12-13",""
"T4PO-324","2st - New Huntington Cleaners","New Customer v2","Done","Done",2,"2021-11-30",""
"T4PO-325","Add On Parkers Cleaners TC 4 ST","New Customer v2","Done","Done",4,"2021-12-29",""
"T4PO-326","Add On Sunray Cleaners TC 3 ST","New Customer v2","Done","Done",3,"2021-12-01",""
"T4PO-327","7st - Pepper Square Cleaners","New Customer v2","Done","Done",7,"2022-02-02",""
"T4PO-328","1st - Courtesy Dry Cleaners","New Customer v2","Done","Done",1,"2021-11-23",""
"T4PO-329","Add On Royalty King Cleaners TC 1 ST","New Customer v2","Done","Done",1,"2021-11-19",""
"T4PO-330","(Lincoln Terrace) Dry Clean NYC Add On 2ST - Dup T4PO-348","New Customer v2","Cancelled","Done","","2021-11-15",""
"T4PO-331","1st - Palmer Cleaners of Gordon","New Customer v2","Done","Done",1,"2021-11-29",""
"T4PO-332","Add on Cache Cleaners 3st","New Customer v2","Cancelled","Done",3,"",""
"T4PO-333","Add On Style & Grace 1st","New Customer v2","Done","Done",1,"2021-12-01",""
"T4PO-334","8st - DryCleaningConnection.com","New Customer v2","Done","Done",8,"2022-01-14",""
"T4PO-335","21st - Young's Dry Cleaning","New Customer v2","Done","Done",21,"2022-10-31",""
"T4PO-336","18st - Young's Dry Cleaning - Get MP Pictures","Sub-task","Done","Done","","",""
"T4PO-337","18st - Young's Dry Cleaning - Get TV on MP Computer","Sub-task","Done","Done","","",""
"T4PO-338","4st - Skyline Cleaners","New Customer v2","Done","Done",4,"2022-02-03",""
"T4PO-339","Style & Grace add on 1st","New Customer v2","Done","Done",1,"2022-01-01",""
"T4PO-340","6st - EZ Cleaners","New Customer v2","Done","Done",6,"2022-03-22",""
"T4PO-341","8st 🤓- CRDN of Greater St. Louis","New Customer v2","Done","Done",8,"2022-03-14",""
